model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,513.925,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,618.885,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,428.87,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,447.998,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,591.381,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,291.255,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,348.314,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,672.741,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,491.446,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,499.324,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,705.827,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,553.787,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,547.323,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,624.573,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,430.578,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,337.711,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,595.754,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,343.471,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,373.988,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,718.252,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,505.409,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",M0.1,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,550.289,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,623.164,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,456.519,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-shield-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,424.059,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,540.568,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,347.976,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,324.546,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,549.643,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,338.853,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,305.16,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,576.872,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,435.38,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,416.284,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,471.962,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,326.378,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,322.697,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,504.562,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,325.832,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,295.061,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,516.349,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,324.66,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,379.923,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,638.199,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,457.251,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,474.952,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,516.2,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,358.201,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,303.591,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,522.172,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,261.055,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,303.756,
